starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	2	31	33	31
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	2	32	33	31
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	33	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	33	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	2	32	34	32
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	33
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	33
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:25 2022	1668242725	0	34	34	34
Sat Nov 12 09:45:26 2022	1668242726	0	34	34	34
